model_name,audio_path,reference,hypothesis,reference_norm,hypothesis_norm,latency_sec,audio_duration_sec,error
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/d4/87601847544c.wav,а зачем вы мне так желаетето,а зачем вы мне так желаете то,а зачем вы мне так желаетето,а зачем вы мне так желаете то,0.09103220800170675,1.44,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/4d/3b91ac3f5f0a.wav,есть такой колпак как у звездочёта очень неплохо смотрится если на него стразы налепить,есть такой колпак как у звездочета очень неплохо смотрится если на него стразы налепить,есть такой колпак как у звездочета очень неплохо смотрится если на него стразы налепить,есть такой колпак как у звездочета очень неплохо смотрится если на него стразы налепить,0.24255341701791622,4.92,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/ea/fa0405acc11e.wav,да я вас слушаю,хорошо,да я вас слушаю,хорошо,0.07947883399901912,0.97,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/6d/bed755d4a2e1.wav,какого числа,какого числа,какого числа,какого числа,0.0773046670074109,1.17,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/b0/4815c957eecf.wav,алло алло,алло алло,алло алло,алло алло,0.06598562499857508,0.87,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/af/8b40a7125838.wav,значит дорогой мой ещё раз перезвоните дежурному оперативному передайте это теле это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это теле это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это приказание,0.31981087499298155,6.82,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/45/d4eb458bfe82.wav,ну ты говори говори денежкито текут твои денежки,ну ты говори говори денежки то текут твои денежки,ну ты говори говори денежкито текут твои денежки,ну ты говори говори денежки то текут твои денежки,0.12484170898096636,2.24,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/48/82847bbd6840.wav,дежурили здесь,дежурили здесь,дежурили здесь,дежурили здесь,0.06524129200261086,0.89,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/09/09d9a22d79fd.wav,слушай ты слушай ты ваня успокойся подожди слушай сюда вопервых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда во первых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда вопервых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда во первых до того,0.27101479200064205,5.65,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/4c/c94790cf502a.wav,начальнику второго отделения прибыть,начальнику второго отделения прибыть,начальнику второго отделения прибыть,начальнику второго отделения прибыть,0.13004904199624434,2.18,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/86/865b853bc3f2.wav,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,0.13007983300485648,2.38,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/c1/7704a5f260af.wav,свидетельство привести о смерти,свидетельство привезите о смерти,свидетельство привести о смерти,свидетельство привезите о смерти,0.1190233750094194,2.01,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/dd/10222b39a822.wav,перед новым годом,перед новым годом,перед новым годом,перед новым годом,0.09186729200882837,1.44,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/e3/cd81b87988f1.wav,да да всё да всё вы получили письмо,да все да все вы получили письмо понял,да да все да все вы получили письмо,да все да все вы получили письмо понял,0.20654145799926482,4.07,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/3e/0976f78a461f.wav,эт кто,как тебя зовут,эт кто,как тебя зовут,0.06531166698550805,0.74,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a2/b91f9e7a6e9d.wav,у него,,у него,,0.05121283300104551,0.47,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/66/1dff47e79ad5.wav,ну деда сашу деда,но деда сашу деда,ну деда сашу деда,но деда сашу деда,0.09365379100199789,1.28,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/3b/0da869c27b2d.wav,я очень честный,я очень честный,я очень честный,я очень честный,0.09096083301119506,1.26,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/59/8a509ba7a9c2.wav,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,0.1677069170109462,3.26,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/54/974c08b5f017.wav,гандон,гандон,гандон,гандон,0.05385525000747293,0.4,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/91/33043f9d1153.wav,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,0.1760435409960337,3.46,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/8e/afe140fbf9e3.wav,хуй с ним пусть названивает,хуй с ним пусть названивает,хуй с ним пусть названивает,хуй с ним пусть названивает,0.11662562499986961,1.87,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/65/192926e6a3e9.wav,я не хочу,я не хочу,я не хочу,я не хочу,0.06587045901687816,0.82,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/cc/f6e596cb20f0.wav,блевать,блевать,блевать,блевать,0.06437608299893327,0.62,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a8/063c42489ef8.wav,привезите,привезите,привезите,привезите,0.06582466600229964,0.65,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/76/84b7edc46a27.wav,а потом разбудил ювелира и сам заснув,а потом разбудил ювелира и сам заснул,а потом разбудил ювелира и сам заснув,а потом разбудил ювелира и сам заснул,0.11574691699934192,2.08,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/ff/a755c3847ec5.wav,бля буду вот тока,бля буду вот только,бля буду вот тока,бля буду вот только,0.06816704198718071,0.79,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/ae/915453a81704.wav,у вас такой диагноз,у вас такой диагноз,у вас такой диагноз,у вас такой диагноз,0.07788666701526381,1.16,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e3/9499d6c49a9d.wav,спасибо смотри как то странно звучит,может быть смотри как то странно не только голов,спасибо смотри как то странно звучит,может быть смотри как то странно не только голов,0.15192579198628664,2.48,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/e3/ab2c234574fd.wav,давно в смысле то есть на момент съёмки видео ты уже был выгнан из школы,давно в смысле то есть на момент семки видео это уже был выгод из школы,давно в смысле то есть на момент съемки видео ты уже был выгнан из школы,давно в смысле то есть на момент семки видео это уже был выгод из школы,0.2012227920058649,3.35,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/f9/19ffcd185522.wav,давайте ещё раз мне телеграмму это самое говорите,давайте еще раз мне телеграмм это самое говорите,давайте еще раз мне телеграмму это самое говорите,давайте еще раз мне телеграмм это самое говорите,0.14212187498924322,2.47,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/66/ea963742ebc7.wav,ну потому что ты,потому что ты,ну потому что ты,потому что ты,0.05080966599052772,0.6,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d1/9a2fef114feb.wav,кому пиздыто давать,кому пизды давать,кому пиздыто давать,кому пизды давать,0.09378674998879433,1.32,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/4c/feda83544382.wav,два сорок четыре,два сорок четыре,два сорок четыре,два сорок четыре,0.0902600419940427,1.28,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/44/97f9c179722f.wav,опять секосом по телефону,опять сексом по телефону,опять секосом по телефону,опять сексом по телефону,0.09145079099107534,1.35,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/51/3e14a91a40ea.wav,я ещё никому не передавал,я еще никому не передавал,я еще никому не передавал,я еще никому не передавал,0.1050092079967726,1.56,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/7c/7a63ae919808.wav,башку он те там заломает,башку тебе там заломать,башку он те там заломает,башку тебе там заломать,0.102873040974373,1.38,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/19/2b21f3367d97.wav,вы начальник второго отделения,вы начальник второго отделения,вы начальник второго отделения,вы начальник второго отделения,0.10353229200700298,1.74,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/b8/81ff9d1109b0.wav,у вас есть техническая проблема которая,у вас есть техническая проблема которая,у вас есть техническая проблема которая,у вас есть техническая проблема которая,0.1426800839835778,2.44,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/76/8fdc26ab0fd2.wav,как ты ещё как ты ещё предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,0.2102860829909332,4.02,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/72/170d5119b823.wav,слушаю вас здравствуйте,слушаю вас здравствуйте,слушаю вас здравствуйте,слушаю вас здравствуйте,0.10231849999399856,1.7,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/5c/1171189bad0c.wav,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,0.17523016600171104,3.15,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/12/214b1d4dc87c.wav,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,0.19734716598759405,3.8,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/c2/d9eadae62c99.wav,куда он прибываетто,куда прибывать то,куда он прибываетто,куда прибывать то,0.09507270800531842,1.31,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/55/57ad27ee46eb.wav,я не понимаю вопрросов,я не понимаю вопроса,я не понимаю вопрросов,я не понимаю вопроса,0.10424779102322645,1.56,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/52/3cda1a252aac.wav,ну ты телефон свой назови,ну ты телефон свой назови,ну ты телефон свой назови,ну ты телефон свой назови,0.10267475000000559,1.58,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/7b/758f54ab3612.wav,ну и что,ну и что,ну и что,ну и что,0.053615417011315,0.58,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/5e/ac5fe5ee560d.wav,который оказался не просто,который оказался не просто,который оказался не просто,который оказался не просто,0.09180791699327528,1.41,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/49/41c551394c09.wav,евгений вы для себя заказываете,евгений вы для себя заказываете,евгений вы для себя заказываете,евгений вы для себя заказываете,0.09085795798455365,1.48,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/53/0b5f6e0f33a5.wav,ты перестанешь или нет звонить ты надоела мне разъёба ты такая а,ты перестанешь или нет звонить ты надоела мне разъеба ты такая а,ты перестанешь или нет звонить ты надоела мне разъеба ты такая а,ты перестанешь или нет звонить ты надоела мне разъеба ты такая а,0.21657849999610335,3.96,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/47/d5cb84c589a5.wav,щас давайте я запишу какой,а я запишу какой,щас давайте я запишу какой,а я запишу какой,0.09437616702052765,1.48,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/88/26f079744f01.wav,ой какой ужас а вы хоть бы чтонибудь новое придумали в прошлом году полгода нас мурыжили,какой ужас вы хоть бы что нибудь новое придумали в прошлом году полгода нас мурыжили,ой какой ужас а вы хоть бы чтонибудь новое придумали в прошлом году полгода нас мурыжили,какой ужас вы хоть бы что нибудь новое придумали в прошлом году полгода нас мурыжили,0.3264872920117341,6.85,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/6f/d72e40e45d15.wav,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,0.28374783298932016,5.87,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d1/f0a0402459f5.wav,я из интернета звоню,я в интернета звоню,я из интернета звоню,я в интернета звоню,0.07865499999024905,1.17,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/78/559050460ba4.wav,чё мужик больной чтоли,что мужик больной что ли,че мужик больной чтоли,что мужик больной что ли,0.09096791699994355,1.43,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/f5/f88fc24f3712.wav,в залог мне это чёто блядь этот самый,ваша фамилия это что то блядь этот самый,в залог мне это чето блядь этот самый,ваша фамилия это что то блядь этот самый,0.16562837499077432,2.92,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/e9/624ad88bb9c6.wav,книжек шоль начитался,ну что ли начитался,книжек шоль начитался,ну что ли начитался,0.08369349999702536,1.11,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/05/ae41dd10c0a7.wav,сладкого общения,сладкого общения,сладкого общения,сладкого общения,0.09167741701821797,1.33,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/5b/ee4ec0df321d.wav,город москва пушкинский военкомат,город москва пушкинский военкомат,город москва пушкинский военкомат,город москва пушкинский военкомат,0.14158166700508446,2.42,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/d2/ddced95a8fb0.wav,номер телефона двести десять,номер телефона двести десять,номер телефона двести десять,номер телефона двести десять,0.1414288330124691,2.49,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/f6/7e0f76b55e31.wav,историю изучал,историю изучал,историю изучал,историю изучал,0.06546879198867828,0.72,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/c3/5648848e3d98.wav,руслану николаевичу,руслан николаевич,руслану николаевичу,руслан николаевич,0.10437783299130388,1.7,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/ed/f5fcc66844f8.wav,я живу на пионерском бульваре,я живу на пионерском бульваре,я живу на пионерском бульваре,я живу на пионерском бульваре,0.10448479201295413,1.66,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/e7/cbf941368f31.wav,бутыльники из москвы чтоль,тыльник,бутыльники из москвы чтоль,тыльник,0.11506308300886303,1.27,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/b5/64d050ba5f35.wav,в зале то есть в спортзале ты используешь да,в спортзале то есть в спортзале ты используешь да,в зале то есть в спортзале ты используешь да,в спортзале то есть в спортзале ты используешь да,0.11786895801196806,1.88,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/ef/db3e7300abc9.wav,как хочите,наркотики,как хочите,наркотики,0.06549483301932923,0.63,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/1f/a5db5ec77094.wav,говорите чётко тогда,говорите четко тогда,говорите четко тогда,говорите четко тогда,0.10482216699165292,1.54,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/4c/089235806599.wav,так вы сторож,так вы сторож,так вы сторож,так вы сторож,0.07776895799906924,1.2,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/be/c1ac143da153.wav,кто вам может щас звонить и вызывать вас кудато,кто вам мог сейчас звонить и вызывать вас куда то,кто вам может щас звонить и вызывать вас кудато,кто вам мог сейчас звонить и вызывать вас куда то,0.15598641702672467,2.77,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/8b/f590c8f22940.wav,я щас всю москву на ноги подниму,я сейчас смску на ноги подниму,я щас всю москву на ноги подниму,я сейчас смску на ноги подниму,0.1158298329974059,1.91,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/20/5812145761ed.wav,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,0.14284462499199435,2.49,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/3a/358c41e9dd27.wav,кто это,кто это,кто это,кто это,0.06850983301410452,0.84,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/1c/2d375ae45006.wav,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,0.1790616670041345,3.41,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/dc/451e9854098c.wav,иди я скажу,я скажу,иди я скажу,я скажу,0.09115491699776612,1.22,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/56/36536cdb8b6f.wav,во первых чё мы радуешься сучонок блять,а ты к чему радуешься сучонок блядь,во первых че мы радуешься сучонок блять,а ты к чему радуешься сучонок блядь,0.11700133301201276,2.05,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/45/1ed817fef1ed.wav,я к тебе приду сейчас,к тебе приду сейчас,я к тебе приду сейчас,к тебе приду сейчас,0.08847308298572898,1.47,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/c0/048e4192e828.wav,это хуйня,всякая хуйня,это хуйня,всякая хуйня,0.05368029201054014,0.57,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/09/3a322ca10f68.wav,успокойся,сейчас,успокойся,сейчас,0.08298375000595115,1.2,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/f7/39ee88cce87a.wav,мой друг бля,мой друг блядь,мой друг бля,мой друг блядь,0.07676691599772312,0.91,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/99/e2212a419662.wav,хорошо засраниц блять,хорошо засранец блядь,хорошо засраниц блять,хорошо засранец блядь,0.11513295897748321,2.06,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/22/4e2130d0cf93.wav,нет нет,нет нет,нет нет,нет нет,0.08546991701587103,0.78,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/bb/4dbc1a34fa99.wav,очень долго искали мои фотографии,очень долго искали мои фотографии,очень долго искали мои фотографии,очень долго искали мои фотографии,0.11776549997739494,1.95,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/aa/6f5459c57395.wav,я уже давно хотел,я уже давно хотел,я уже давно хотел,я уже давно хотел,0.09070545801660046,1.22,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/6b/6ea2cf4181ac.wav,ты где надо,че,ты где надо,че,0.07148700000834651,0.8,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/37/93ff01fc1b72.wav,он гатский в смысле,он гадкий мыслен,он гатский в смысле,он гадкий мыслен,0.1137087499955669,1.27,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/df/087aefe61bcd.wav,больше тысячи,больше тысячи,больше тысячи,больше тысячи,0.06683441699715331,0.82,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/71/5e6f18e90ce8.wav,нуу рядовой хитёр,ну и дальше то,нуу рядовой хитер,ну и дальше то,0.0785044590011239,1.11,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/cb/c340a2ac643b.wav,какого ты хуя звонишь,какой то хуй звонишь,какого ты хуя звонишь,какой то хуй звонишь,0.09129683300852776,1.38,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/99/3f040bf6cb19.wav,ну здравствуйте а я сторож ааа кунцевского военкомата такой я в военкомате сторож ночной,ну здравствуйте а я сторож кунцевского военкомата ну какой я в военкомате сторож ночной,ну здравствуйте а я сторож ааа кунцевского военкомата такой я в военкомате сторож ночной,ну здравствуйте а я сторож кунцевского военкомата ну какой я в военкомате сторож ночной,0.28670270898146555,5.99,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/45/d33c6312fbff.wav,плохо три двадцать два писят шесть два писят пять,плохо три двадцать два пятьдесят шесть два пятьдесят пять,плохо три двадцать два писят шесть два писят пять,плохо три двадцать два пятьдесят шесть два пятьдесят пять,0.18166420797933824,3.43,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/8d/59555cdb2482.wav,поо отделению да,по отделению да,поо отделению да,по отделению да,0.09058024999103509,1.34,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/f9/64bfa2a7c509.wav,вы знаете вперёд и я могу сказать а вот назад вот,вы знаете вперед и я могу сказать а вот назад,вы знаете вперед и я могу сказать а вот назад вот,вы знаете вперед и я могу сказать а вот назад,0.14396070799557492,2.68,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/5b/6186bbaa7c4a.wav,да я же сказал ды я живу тут недалеко,да я сейчас подойду я живу тут недалеко,да я же сказал ды я живу тут недалеко,да я сейчас подойду я живу тут недалеко,0.11616558299283497,1.98,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/f0/46893f6d253d.wav,вы ещё вы мне ва ва на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне ва ва на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне на вопрос ответьте почему вы решили что я вам звоню,0.21809837498585694,4.44,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/37/84b54fcbecad.wav,конечно я не спорю но ааа нарушение международного законодательства,конечно я не спорю но нарушение международного законодательства,конечно я не спорю но ааа нарушение международного законодательства,конечно я не спорю но нарушение международного законодательства,0.19348820799496025,3.68,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/5d/11a9596eacff.wav,приходи опять черенком отхуякаю,приходи я тебя черенком отхуякаю,приходи опять черенком отхуякаю,приходи я тебя черенком отхуякаю,0.11663129102089442,2.0299375,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/ea/0e2d66304f90.wav,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,0.09705316700274125,1.31,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/3e/e7b7eb42ad51.wav,только потому что бабушку уит ну то есть ты потеряешь человека который тебе дорог но в том плане что,только потому что бабушка ну то есть ты потеряешь человека который тебе дорог в том плане что,только потому что бабушку уит ну то есть ты потеряешь человека который тебе дорог но в том плане что,только потому что бабушка ну то есть ты потеряешь человека который тебе дорог в том плане что,0.24384350000764243,4.83,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/82/5bc579e267f3.wav,ты блять отсос ебаный я закончил электромонтёром по ремонту и обслуживанию электрооборудования,ты блядь асов ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудования,ты блять отсос ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудования,ты блядь асов ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудования,0.35378258299897425,6.92,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/cc/db891b9a8139.wav,ёб тать да ты чё придурок или кто ты,епта ну ты что придурок или кто ты,еб тать да ты че придурок или кто ты,епта ну ты что придурок или кто ты,0.14570983301382512,2.62,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/6b/83adefaa36d8.wav,если я договорюсь на третье число,если я договорюсь на третье число,если я договорюсь на третье число,если я договорюсь на третье число,0.1548278330010362,2.76,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/de/d96d40fc4b94.wav,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блять,ну что ты ну давай давай да да да да да какой ты герой блядь ты приедешь блядь,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блять,ну что ты ну давай давай да да да да да какой ты герой блядь ты приедешь блядь,0.2641293750202749,5.7,
T-one,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/49/08b0f8701b94.wav,слушай я могу с твоим братом потарахтить,слушай а я могу с твоим братом потрахтить,слушай я могу с твоим братом потарахтить,слушай а я могу с твоим братом потрахтить,0.11648425000021234,2.07,
